phase,batch,seq_len,load_tokens,throughput_tok_s,power_avg_w,util_gpu_avg,sm_clk_avg,tok_per_joule,cuda_s,iters,mem_clk_avg,n_samples,power_max_w,power_p50_w,power_std_w,sm_clk_max,sm_clk_min,temp_avg,util_mem_avg,wall_s,window_s
prefill,1,128,128,1990.3752821743155,219.08362616822427,91.89719626168224,1348.1869158878505,9.085002457673388,4.051400634765625,63,877.0,107,258.434,241.279,37.55191710066234,1507,1012,81.37383177570094,38.373831775700936,4.051497258944437,4.051497258944437
prefill,2,128,256,2715.527169434235,153.17122448979592,95.46938775510205,880.8775510204082,17.728703145643,4.053655517578125,43,877.0,98,191.02,149.92950000000002,12.725103048001513,1297,780,82.21428571428571,33.3469387755102,4.053724861936644,4.053724861936644
prefill,3,128,384,2532.722052747498,141.92579047619049,96.32380952380953,783.0857142857143,17.845396839078294,4.2451181640625,28,877.0,105,220.321,141.671,11.02348501777238,1237,712,82.18095238095238,27.02857142857143,4.245234880130738,4.245234880130738
prefill,4,128,512,2321.884482720616,130.60783653846153,96.29807692307692,656.3653846153846,17.77752808911175,4.1895966796875,19,877.0,104,215.009,129.9625,8.767046641248053,1297,622,81.99038461538461,22.192307692307693,4.189700250979513,4.189700250979513
prefill,6,128,768,2116.9836723906747,129.91638043478264,95.1304347826087,646.8260869565217,16.29497115995615,4.35329345703125,12,877.0,92,221.186,133.9145,28.152312904380324,1237,277,82.27173913043478,20.42391304347826,4.3533637600485235,4.3533637600485235
prefill,8,128,1024,2159.928561193972,129.45744943820222,94.5505617977528,626.3370786516854,16.68446714010873,4.2667060546875,9,877.0,89,207.827,131.457,19.926864354158095,1297,307,82.25842696629213,18.50561797752809,4.2668077850248665,4.2668077850248665
prefill,12,128,1536,2195.58227554698,127.9560210526316,95.50526315789473,600.9263157894737,17.158882071238214,4.89699560546875,7,877.0,95,237.163,126.75,20.26906173456376,1297,322,81.82105263157895,18.768421052631577,4.897106393938884,4.897106393938884
prefill,16,128,2048,1765.0822293179056,118.93825301204824,95.855421686747,518.5783132530121,14.840324156594985,4.64103759765625,4,877.0,83,210.805,125.885,38.41826212141773,1170,150,81.87951807228916,16.180722891566266,4.641143547836691,4.641143547836691
prefill,24,128,3072,1963.6159162028848,127.10071929824558,96.35087719298245,573.1929824561404,15.449290350554211,6.25773779296875,4,877.0,114,250.83,133.2745,27.225850985204758,1297,315,82.28947368421052,18.54385964912281,6.257842940976843,6.257842940976843
prefill,32,128,4096,1797.8096446777747,118.84659130434783,96.6608695652174,512.9043478260869,15.127145212552719,6.834904296875,3,877.0,115,211.606,125.237,23.913573015774826,1297,307,82.17391304347827,17.156521739130437,6.834983912995085,6.834983912995085
prefill,48,128,6144,1671.4555868434152,114.84587735849055,96.0,492.1132075471698,14.553901500756348,7.35155322265625,2,877.0,106,223.293,123.5925,25.324520950116383,1132,307,81.95283018867924,15.462264150943396,7.351676046149805,7.351676046149805
prefill,64,128,8192,1689.3979606454204,115.66094082840242,97.63313609467455,487.0473372781065,14.606469120390912,9.69804296875,2,877.0,169,254.949,124.734,32.04360082572113,1297,135,81.8698224852071,16.124260355029588,9.698129381984472,9.698129381984472
