phase,batch,ctx_len,load_tokens,throughput_tok_s,power_avg_w,util_gpu_avg,sm_clk_avg,tok_per_joule,cuda_s,mem_clk_avg,n_samples,power_max_w,power_p50_w,power_std_w,sm_clk_max,sm_clk_min,steps,temp_avg,util_mem_avg,wall_s,window_s
decode,1,256,1,21.28208019803624,109.29954216867469,72.97590361445783,1007.6746987951807,0.19471335172834509,4.040890380859375,877.0,83,123.107,107.553,5.688936291411593,1140,645,86,81.92771084337349,47.45783132530121,4.040958364959806,4.040958364959806
decode,2,256,2,40.95495740917074,122.64528723404254,68.85106382978724,1175.0106382978724,0.3339301357011532,4.00433349609375,877.0,94,140.568,125.7895,10.763540878692469,1305,712,82,82.14893617021276,47.329787234042556,4.004399232100695,4.004399232100695
decode,3,256,3,61.0332887980295,113.60267532467536,79.18181818181819,972.5194805194806,0.5372522136789204,4.07967236328125,877.0,77,126.718,113.714,7.935257043671074,1185,525,83,82.02597402597402,49.285714285714285,4.079740825109184,4.079740825109184
decode,4,256,4,75.36563819524099,121.6385272727273,80.32727272727273,1026.6,0.6195869013298947,4.086675537109375,877.0,110,146.993,129.123,16.28865056953856,1312,600,77,82.22727272727273,48.872727272727275,4.08674307516776,4.08674307516776
decode,6,256,6,74.22666217557511,96.45018181818178,92.39393939393939,618.3636363636364,0.7695855080449696,4.041609130859375,877.0,66,130.504,101.0255,25.626919598113123,1162,135,50,81.25757575757575,35.45454545454545,4.041674395790324,4.041674395790324
decode,8,256,8,108.99392160488522,100.1439375,99.975,552.8625,1.0883726396806117,4.0368515625,877.0,80,123.53,99.405,8.646157074596422,892,322,55,81.675,44.3125,4.036922367056832,4.036922367056832
decode,12,256,12,157.93633309345472,109.6457027027027,97.78378378378379,692.9459459459459,1.4404242865923251,4.1028310546875,877.0,74,148.304,108.57249999999999,18.560914535606827,1170,300,54,82.02702702702703,48.66216216216216,4.102919114986435,4.102919114986435
decode,16,256,16,209.57588323679778,110.1768229166667,99.875,704.3333333333334,1.902177587706559,4.122541015625,877.0,96,152.982,106.169,11.85696409376046,1140,600,54,81.97916666666667,52.197916666666664,4.1226117559708655,4.1226117559708655
decode,20,256,20,220.32739984150322,110.88379797979803,99.75757575757575,635.1616161616162,1.9870116631615087,4.0847626953125,877.0,99,146.021,106.06,10.435764021223484,1012,540,45,82.23232323232324,48.81818181818182,4.0848301239311695,4.0848301239311695
decode,24,256,24,253.62695717966167,113.78460000000004,98.4,682.33,2.229009524836064,4.16352685546875,877.0,100,146.331,110.72,12.258098943963539,1012,427,44,81.99,51.41,4.163595272926614,4.163595272926614
decode,32,256,32,256.52530581200705,111.08600000000003,99.96296296296296,664.0493827160494,2.3092496427273193,4.11645751953125,877.0,81,150.152,115.081,20.359682564407944,1027,307,33,82.07407407407408,49.148148148148145,4.116552932886407,4.116552932886407
decode,40,256,40,199.22325277534742,104.29564935064936,99.94805194805195,569.1038961038961,1.9101779797692686,4.21630859375,877.0,77,150.647,108.418,28.60121108132667,1027,157,21,82.22077922077922,37.25974025974026,4.216375289019197,4.216375289019197
decode,48,256,48,238.10442111940588,109.61123809523808,99.38095238095238,638.2142857142857,2.1722628560451414,4.23333251953125,877.0,84,139.01,113.928,21.14088814619616,930,330,21,82.28571428571429,42.5,4.233436721842736,4.233436721842736
decode,56,256,56,240.46793881802057,106.465,99.45,590.0375,2.2586572001880483,4.19175830078125,877.0,80,144.631,107.8995,20.311656002157974,945,307,18,82.3,40.9125,4.191827005939558,4.191827005939558
decode,64,256,64,247.58882336689356,106.03291463414635,99.97560975609755,574.3414634146342,2.3350185574089766,4.39431396484375,877.0,82,140.164,108.4765,22.253531811334543,922,277,17,82.2439024390244,41.68292682926829,4.394382529892027,4.394382529892027
decode,80,256,80,245.43889473823927,106.97102531645567,99.39240506329114,614.5822784810126,2.2944427615996936,4.2372392578125,877.0,79,144.535,110.767,22.883304472787483,975,285,13,82.17721518987342,38.81012658227848,4.237307216972113,4.237307216972113
