t_s,temp_c,sm_clk_mhz,power_w,util_pct,throttle_thermal,throttle_powercap,reasons_raw
104.963,83,600,136.4,100,1,0,32
105.047,83,562,131.4,100,1,0,32
105.122,83,555,130.7,100,1,0,32
105.206,83,532,127.7,100,1,0,32
105.289,83,525,126.2,100,1,0,32
105.368,83,517,125.2,100,1,0,32
105.453,83,487,120.3,100,1,0,32
105.531,83,487,121.9,100,1,0,32
105.61,83,457,117.7,100,1,0,32
105.693,83,442,87.7,100,0,0,0
105.786,83,360,98.8,100,1,0,32
105.839,82,367,87.1,100,1,0,32
105.929,82,247,86.5,100,1,0,32
105.987,82,247,86.2,100,0,0,0
106.051,82,255,85.1,100,1,0,32
106.107,82,262,87.9,100,0,0,0
106.161,82,270,86.2,100,1,0,32
106.257,81,277,85.3,100,0,0,0
106.314,81,277,84.6,100,0,0,0
106.379,81,292,87.5,100,0,0,0
106.433,81,300,86.4,100,0,0,0
106.486,81,307,84.3,100,1,0,32
106.582,81,307,86.3,100,0,0,0
106.685,81,330,85.9,100,0,0,0
106.739,81,337,84.9,100,0,0,0
106.793,81,337,86.2,100,0,0,0
106.891,81,360,83.9,100,0,0,0
106.993,81,382,87.1,100,0,0,0
107.046,81,390,86.2,100,0,0,0
107.1,81,390,84.2,100,1,0,32
107.189,81,412,59.0,100,1,0,32
107.279,80,780,57.3,100,0,0,0
107.348,80,1297,76.1,53,0,0,0
107.402,80,1297,77.0,53,0,0,0
107.461,80,1297,77.0,53,0,0,0
107.522,80,1297,77.0,0,0,0,0
107.579,80,1297,76.8,0,0,0,0
107.632,80,1297,76.9,0,0,0,0
107.686,80,1297,76.9,0,0,0,0
107.74,80,1297,76.6,0,0,0,0
107.793,80,1297,76.6,0,0,0,0
107.847,80,1297,76.6,0,0,0,0
107.9,80,1297,76.6,0,0,0,0
107.954,80,1297,76.6,0,0,0,0
108.008,80,1297,76.6,0,0,0,0
108.062,80,1297,76.5,0,0,0,0
108.115,80,1297,76.5,0,0,0,0
108.169,80,1297,76.4,0,0,0,0
108.224,80,1297,76.4,0,0,0,0
108.277,80,1297,76.4,0,0,0,0
108.331,80,1297,76.4,0,0,0,0
108.387,80,1297,76.3,0,0,0,0
108.441,80,1297,76.3,0,0,0,0
108.494,79,1297,76.2,0,0,0,0
108.548,79,1297,76.2,0,0,0,0
108.602,79,1297,76.1,0,0,0,0
108.655,79,1297,76.1,0,0,0,0
108.711,79,1297,76.0,0,0,0,0
108.765,79,1297,76.1,0,0,0,0
108.818,79,1297,76.0,0,0,0,0
108.872,79,1297,76.0,0,0,0,0
108.926,79,1297,76.0,0,0,0,0
108.982,79,1297,75.9,0,0,0,0
109.036,79,1297,75.8,0,0,0,0
109.089,79,1297,75.8,0,0,0,0
109.143,79,1297,75.8,0,0,0,0
109.201,79,1297,75.8,0,0,0,0
109.254,79,1297,75.8,0,0,0,0
109.308,79,1297,75.8,0,0,0,0
109.361,79,1297,75.8,0,0,0,0
109.415,79,1297,75.7,0,0,0,0
109.469,79,1297,75.7,0,0,0,0
109.525,79,1297,75.7,0,0,0,0
109.578,79,1297,75.7,0,0,0,0
109.632,79,1297,75.7,0,0,0,0
109.687,79,1297,75.7,0,0,0,0
109.742,79,1297,75.7,0,0,0,0
109.796,79,1297,75.6,0,0,0,0
109.851,79,1297,75.5,0,0,0,0
109.904,79,1297,75.5,0,0,0,0
109.958,79,1297,75.6,0,0,0,0
110.016,79,1297,75.6,0,0,0,0
110.07,79,1297,75.5,0,0,0,0
110.124,79,1297,75.5,0,0,0,0
110.177,79,1297,75.5,0,0,0,0
110.231,79,1297,75.4,0,0,0,0
110.284,78,1297,75.2,0,0,0,0
110.34,78,1297,75.3,0,0,0,0
110.394,78,1297,75.2,0,0,0,0
110.447,78,1297,75.4,0,0,0,0
110.502,78,1297,75.3,0,0,0,0
110.556,78,1297,75.3,0,0,0,0
110.61,78,1297,75.3,0,0,0,0
110.663,78,1297,75.2,0,0,0,0
110.717,78,1297,75.2,0,0,0,0
110.77,78,1297,75.2,0,0,0,0
110.824,78,1297,75.2,0,0,0,0
110.878,78,1297,75.2,0,0,0,0
110.934,78,1297,75.1,0,0,0,0
110.988,78,1297,75.2,0,0,0,0
111.041,78,1297,75.1,0,0,0,0
111.095,78,1297,75.1,0,0,0,0
111.149,78,1297,75.1,0,0,0,0
111.203,78,1297,75.1,0,0,0,0
111.259,78,1297,75.0,0,0,0,0
111.313,78,1297,75.0,0,0,0,0
111.367,78,1297,75.1,0,0,0,0
111.422,78,1297,74.9,0,0,0,0
111.475,78,1297,74.9,0,0,0,0
111.54,78,1297,74.9,0,0,0,0
111.594,78,1297,75.0,0,0,0,0
111.649,78,1297,74.8,0,0,0,0
111.703,78,1297,74.8,0,0,0,0
111.756,78,1297,74.8,0,0,0,0
111.81,78,1297,74.9,0,0,0,0
111.863,78,1297,74.8,0,0,0,0
111.917,78,1297,74.9,0,0,0,0
111.973,78,1297,74.7,0,0,0,0
112.027,78,1297,74.8,0,0,0,0
112.081,78,1297,74.7,0,0,0,0
112.136,78,1297,74.7,0,0,0,0
112.19,78,1297,74.7,0,0,0,0
112.243,78,1297,74.7,0,0,0,0
112.297,78,1297,74.7,0,0,0,0
112.35,78,1297,74.7,0,0,0,0
112.404,78,1297,74.6,0,0,0,0
112.458,78,1297,74.6,0,0,0,0
112.512,78,1297,74.7,0,0,0,0
112.571,78,1297,74.6,0,0,0,0
112.624,78,1297,74.6,0,0,0,0
112.678,78,1297,74.6,0,0,0,0
112.732,78,1297,74.5,0,0,0,0
112.786,77,1297,74.5,0,0,0,0
112.839,78,1297,74.5,0,0,0,0
112.895,78,1297,74.5,0,0,0,0
112.948,77,1297,74.5,0,0,0,0
113.002,77,1297,74.5,0,0,0,0
113.058,77,1297,74.5,0,0,0,0
113.111,77,1297,74.5,0,0,0,0
113.165,77,1297,74.5,0,0,0,0
113.219,77,1297,74.4,0,0,0,0
113.272,77,1297,74.4,0,0,0,0
113.326,77,1297,74.4,0,0,0,0
113.38,77,1297,74.5,0,0,0,0
113.433,77,1297,74.5,0,0,0,0
113.491,77,1297,74.4,0,0,0,0
113.544,77,1297,74.4,0,0,0,0
113.6,77,1297,74.4,0,0,0,0
113.653,77,1297,74.3,0,0,0,0
113.707,77,1297,74.4,0,0,0,0
113.76,77,1297,74.4,0,0,0,0
113.817,77,1297,74.3,0,0,0,0
113.87,77,1297,74.3,0,0,0,0
113.924,77,1297,74.4,0,0,0,0
113.979,77,1297,74.2,0,0,0,0
114.033,77,1297,74.2,0,0,0,0
114.087,77,1297,74.2,0,0,0,0
114.14,77,1297,74.2,0,0,0,0
114.194,77,1297,74.2,0,0,0,0
114.248,77,1297,74.2,0,0,0,0
114.301,77,1297,74.2,0,0,0,0
114.355,77,1297,74.2,0,0,0,0
114.413,77,1297,74.2,0,0,0,0
114.467,77,1297,74.1,0,0,0,0
114.521,77,1297,74.2,0,0,0,0
114.575,77,1297,74.2,0,0,0,0
114.628,77,1297,74.2,0,0,0,0
114.682,77,1297,74.2,0,0,0,0
114.736,77,1297,74.0,0,0,0,0
114.79,77,1297,74.1,0,0,0,0
114.843,77,1297,74.0,0,0,0,0
114.897,77,1297,74.1,0,0,0,0
114.951,77,1297,73.5,0,0,0,0
115.04,77,1297,70.7,0,0,0,0
115.093,77,1297,70.8,0,0,0,0
115.147,77,1297,70.7,0,0,0,0
115.202,77,1297,70.7,0,0,0,0
115.265,77,1297,70.7,0,0,0,0
115.321,77,1297,70.7,0,0,0,0
115.375,77,1297,70.7,0,0,0,0
115.429,77,1297,70.7,0,0,0,0
115.485,77,1297,70.6,0,0,0,0
115.539,77,1297,70.6,0,0,0,0
115.593,77,1297,70.7,0,0,0,0
115.651,77,1297,70.6,0,0,0,0
115.705,77,1297,70.6,0,0,0,0
115.758,77,1297,70.6,0,0,0,0
115.812,77,1297,70.6,0,0,0,0
115.866,77,1297,70.6,0,0,0,0
115.92,77,1297,70.6,0,0,0,0
115.976,77,1297,70.5,0,0,0,0
116.029,77,1297,70.6,0,0,0,0
116.083,77,1297,70.5,0,0,0,0
116.138,76,1297,70.5,0,0,0,0
116.192,76,1297,70.5,0,0,0,0
116.245,76,1297,70.4,0,0,0,0
116.302,76,1297,70.4,0,0,0,0
116.356,76,1297,70.3,0,0,0,0
116.409,76,1297,70.4,0,0,0,0
116.467,76,1297,70.4,0,0,0,0
116.521,76,1297,70.4,0,0,0,0
116.575,76,1297,70.4,0,0,0,0
116.628,76,1297,70.4,0,0,0,0
116.682,76,1297,70.4,0,0,0,0
116.735,76,1297,70.4,0,0,0,0
116.791,76,1297,70.3,0,0,0,0
116.845,76,1297,70.4,0,0,0,0
116.898,76,1297,70.4,0,0,0,0
116.952,76,1297,70.4,0,0,0,0
117.006,76,1297,70.3,0,0,0,0
117.06,76,1297,70.3,0,0,0,0
117.114,76,1297,70.3,0,0,0,0
117.168,76,1297,70.2,0,0,0,0
117.222,76,1297,70.3,0,0,0,0
117.278,76,1297,70.2,0,0,0,0
117.332,76,1297,70.3,0,0,0,0
117.385,76,1297,70.3,0,0,0,0
117.439,76,1297,70.1,0,0,0,0
117.493,76,1297,70.2,0,0,0,0
117.546,76,1297,70.1,0,0,0,0
117.6,76,1297,70.1,0,0,0,0
117.654,76,1297,70.1,0,0,0,0
117.707,76,1297,70.1,0,0,0,0
117.761,76,1297,70.1,0,0,0,0
117.815,76,1297,70.0,0,0,0,0
117.868,76,1297,70.1,0,0,0,0
117.922,76,1297,70.2,0,0,0,0
117.979,76,1297,70.0,0,0,0,0
118.032,76,1297,70.0,0,0,0,0
118.086,76,1297,70.0,0,0,0,0
118.14,76,1297,70.0,0,0,0,0
118.194,76,1297,70.0,0,0,0,0
118.248,76,1297,70.0,0,0,0,0
118.301,76,1297,70.0,0,0,0,0
118.355,76,1297,70.0,0,0,0,0
118.409,76,1297,70.0,0,0,0,0
118.462,76,1297,70.0,0,0,0,0
118.516,76,1297,70.0,0,0,0,0
118.572,76,1297,70.0,0,0,0,0
118.625,76,1297,70.0,0,0,0,0
118.681,76,1297,70.0,0,0,0,0
118.734,76,1297,70.0,0,0,0,0
118.788,76,1297,70.0,0,0,0,0
118.842,76,1297,70.0,0,0,0,0
118.895,76,1297,69.9,0,0,0,0
118.949,76,1297,70.0,0,0,0,0
119.002,76,1297,69.9,0,0,0,0
119.056,76,1297,70.0,0,0,0,0
119.11,76,1297,69.9,0,0,0,0
119.163,76,1297,69.9,0,0,0,0
119.218,76,1297,69.8,0,0,0,0
119.271,76,1297,69.9,0,0,0,0
119.325,76,1297,69.8,0,0,0,0
119.379,76,1297,69.8,0,0,0,0
119.432,76,1297,69.8,0,0,0,0
119.486,76,1297,69.8,0,0,0,0
119.542,76,1297,69.8,0,0,0,0
119.596,76,1297,69.8,0,0,0,0
119.65,76,1297,69.8,0,0,0,0
119.704,76,1297,69.8,0,0,0,0
119.758,76,1297,69.8,0,0,0,0
119.811,76,1297,69.8,0,0,0,0
119.865,76,1297,69.8,0,0,0,0
119.918,76,1297,69.8,0,0,0,0
119.972,76,1297,69.8,0,0,0,0
120.026,76,1297,69.8,0,0,0,0
120.081,76,1297,69.8,0,0,0,0
120.135,76,1297,69.8,0,0,0,0
120.188,76,1297,69.8,0,0,0,0
120.245,76,1297,69.7,0,0,0,0
120.299,76,1297,69.7,0,0,0,0
120.352,76,1297,69.8,0,0,0,0
120.406,76,1297,69.7,0,0,0,0
120.46,76,1297,69.6,0,0,0,0
120.513,75,1297,69.7,0,0,0,0
120.567,76,1297,69.6,0,0,0,0
120.621,75,1297,69.7,0,0,0,0
120.674,75,1297,69.7,0,0,0,0
120.728,75,1297,69.7,0,0,0,0
120.782,75,1297,69.7,0,0,0,0
120.836,75,1297,69.6,0,0,0,0
120.889,75,1297,69.7,0,0,0,0
120.943,75,1297,69.7,0,0,0,0
120.997,75,1297,69.7,0,0,0,0
121.05,75,1297,69.6,0,0,0,0
121.106,75,1297,69.5,0,0,0,0
121.16,75,1297,69.7,0,0,0,0
121.214,75,1297,69.7,0,0,0,0
121.27,75,1297,69.6,0,0,0,0
121.323,75,1297,69.6,0,0,0,0
121.377,75,1297,69.5,0,0,0,0
121.43,75,1297,69.4,0,0,0,0
121.484,75,1297,69.6,0,0,0,0
121.538,75,1297,69.4,0,0,0,0
121.591,75,1297,69.5,0,0,0,0
121.648,75,1297,69.6,0,0,0,0
121.702,75,1297,69.5,0,0,0,0
121.755,75,1297,69.5,0,0,0,0
121.809,75,1297,69.4,0,0,0,0
121.863,75,1297,69.4,0,0,0,0
121.916,75,1297,69.5,0,0,0,0
121.97,75,1297,69.4,0,0,0,0
122.024,75,1297,69.4,0,0,0,0
122.077,75,1297,69.4,0,0,0,0
122.131,75,1297,69.4,0,0,0,0
122.186,75,1297,69.4,0,0,0,0
122.24,75,1297,69.4,0,0,0,0
122.293,75,1297,69.4,0,0,0,0
122.347,75,1297,69.4,0,0,0,0
122.401,75,1297,69.4,0,0,0,0
122.454,75,1297,69.4,0,0,0,0
122.51,75,1297,69.4,0,0,0,0
122.564,75,1297,69.4,0,0,0,0
122.618,75,1297,69.4,0,0,0,0
122.671,75,1297,69.4,0,0,0,0
122.725,75,1297,69.4,0,0,0,0
122.779,75,1297,69.4,0,0,0,0
122.832,75,1297,69.4,0,0,0,0
122.888,75,1297,69.4,0,0,0,0
122.941,75,1297,69.4,0,0,0,0
122.996,75,1297,69.4,0,0,0,0
123.052,75,1297,69.4,0,0,0,0
123.106,75,1297,69.4,0,0,0,0
123.159,75,1297,69.4,0,0,0,0
123.213,75,1297,69.3,0,0,0,0
123.267,75,1297,69.3,0,0,0,0
123.321,75,1297,69.4,0,0,0,0
123.375,75,1297,69.3,0,0,0,0
123.428,75,1297,69.3,0,0,0,0
123.482,75,1297,69.2,0,0,0,0
123.535,75,1297,69.2,0,0,0,0
123.589,75,1297,69.3,0,0,0,0
123.643,75,1297,69.2,0,0,0,0
123.696,75,1297,69.2,0,0,0,0
123.749,75,1297,69.3,0,0,0,0
123.803,75,1297,69.3,0,0,0,0
123.856,75,1297,69.3,0,0,0,0
123.91,75,1297,69.3,0,0,0,0
123.964,75,1297,69.2,0,0,0,0
124.017,75,1297,69.3,0,0,0,0
124.071,75,1297,69.2,0,0,0,0
124.124,75,1297,69.2,0,0,0,0
124.178,75,1297,69.2,0,0,0,0
124.232,75,1297,69.2,0,0,0,0
124.285,75,1297,69.2,0,0,0,0
124.339,75,1297,69.2,0,0,0,0
124.395,75,1297,69.2,0,0,0,0
124.449,75,1297,69.2,0,0,0,0
124.503,75,1297,69.2,0,0,0,0
124.556,75,1297,69.2,0,0,0,0
124.61,75,1297,69.2,0,0,0,0
124.664,75,1297,69.2,0,0,0,0
124.717,75,1297,69.2,0,0,0,0
124.771,75,1297,69.2,0,0,0,0
124.825,75,1297,69.2,0,0,0,0
124.878,75,1297,69.2,0,0,0,0
124.932,75,1297,69.1,0,0,0,0
124.985,75,1297,69.1,0,0,0,0
125.039,75,1297,69.1,0,0,0,0
125.093,75,1297,69.2,0,0,0,0
125.146,75,1297,69.1,0,0,0,0
125.2,75,1297,69.1,0,0,0,0
125.254,75,1297,69.2,0,0,0,0
125.307,75,1297,69.1,0,0,0,0
125.362,75,1297,69.1,0,0,0,0
125.418,75,1297,69.1,0,0,0,0
125.471,75,1297,69.1,0,0,0,0
125.525,75,1297,69.1,0,0,0,0
125.579,75,1297,69.1,0,0,0,0
125.632,75,1297,69.1,0,0,0,0
125.686,75,1297,69.1,0,0,0,0
125.739,75,1297,69.1,0,0,0,0
125.793,75,1297,69.1,0,0,0,0
125.847,75,1297,69.1,0,0,0,0
125.9,75,1297,69.1,0,0,0,0
125.954,75,1297,69.1,0,0,0,0
126.008,75,1297,69.1,0,0,0,0
126.061,75,1297,69.1,0,0,0,0
126.115,75,1297,69.0,0,0,0,0
126.169,75,1297,69.1,0,0,0,0
126.222,75,1297,69.1,0,0,0,0
126.276,75,1297,69.1,0,0,0,0
126.33,75,1297,69.0,0,0,0,0
126.383,75,1297,69.1,0,0,0,0
126.44,75,1297,69.1,0,0,0,0
126.497,75,1297,69.1,0,0,0,0
126.551,75,1297,69.1,0,0,0,0
126.604,75,1297,69.1,0,0,0,0
126.661,75,1297,69.1,0,0,0,0
126.715,75,1297,69.1,0,0,0,0
126.768,75,1297,68.9,0,0,0,0
126.822,75,1297,69.0,0,0,0,0
126.876,75,1297,69.0,0,0,0,0
126.929,75,1297,68.9,0,0,0,0
126.983,75,1297,68.9,0,0,0,0
127.037,75,1297,69.1,0,0,0,0
127.09,75,1297,68.9,0,0,0,0
127.144,75,1297,68.9,0,0,0,0
127.198,75,1297,68.8,0,0,0,0
127.252,75,1297,68.8,0,0,0,0
127.306,74,1297,68.9,0,0,0,0
127.359,75,1297,68.9,0,0,0,0
127.413,75,1297,68.9,0,0,0,0
127.467,75,1297,68.8,0,0,0,0
127.523,75,1297,68.9,0,0,0,0
127.577,74,1297,68.8,0,0,0,0
127.631,74,1297,68.8,0,0,0,0
127.684,74,1297,68.8,0,0,0,0
127.738,74,1297,68.9,0,0,0,0
127.792,75,1297,68.8,0,0,0,0
127.846,74,1297,68.8,0,0,0,0
127.899,74,1297,68.9,0,0,0,0
127.953,74,1297,68.8,0,0,0,0
128.007,74,1297,68.8,0,0,0,0
128.06,74,1297,68.8,0,0,0,0
128.114,74,1297,68.8,0,0,0,0
128.167,74,1297,68.8,0,0,0,0
128.221,74,1297,68.8,0,0,0,0
128.275,75,1297,68.8,0,0,0,0
128.329,74,1297,68.9,0,0,0,0
128.385,74,1297,68.8,0,0,0,0
128.439,74,1297,68.8,0,0,0,0
128.492,74,1297,68.8,0,0,0,0
128.547,74,1297,68.8,0,0,0,0
128.6,74,1297,68.8,0,0,0,0
128.654,74,1297,68.8,0,0,0,0
128.708,74,1297,68.8,0,0,0,0
128.761,74,1297,68.8,0,0,0,0
128.815,74,1297,68.8,0,0,0,0
128.869,74,1297,68.8,0,0,0,0
128.923,74,1297,68.8,0,0,0,0
128.976,74,1297,68.8,0,0,0,0
129.03,74,1297,68.8,0,0,0,0
129.087,74,1297,68.8,0,0,0,0
129.14,74,1297,68.8,0,0,0,0
129.194,74,1297,68.8,0,0,0,0
129.248,74,1297,68.7,0,0,0,0
129.301,74,1297,68.8,0,0,0,0
129.355,74,1297,68.8,0,0,0,0
129.409,74,1297,68.8,0,0,0,0
129.463,74,1297,68.8,0,0,0,0
129.516,74,1297,68.8,0,0,0,0
129.57,74,1297,68.8,0,0,0,0
129.623,74,1297,68.8,0,0,0,0
129.677,74,1297,68.8,0,0,0,0
129.731,74,1297,68.8,0,0,0,0
129.784,74,1297,68.8,0,0,0,0
129.838,74,1297,68.7,0,0,0,0
129.892,74,1297,68.8,0,0,0,0
129.948,74,1297,68.6,0,0,0,0
130.002,74,1297,68.7,0,0,0,0
130.056,74,1297,68.7,0,0,0,0
130.109,74,1297,68.7,0,0,0,0
130.163,74,1297,68.7,0,0,0,0
130.216,74,1297,68.6,0,0,0,0
130.27,74,1297,68.6,0,0,0,0
130.324,74,1297,68.7,0,0,0,0
130.378,74,1297,68.7,0,0,0,0
130.431,74,1297,68.7,0,0,0,0
130.485,74,1297,68.7,0,0,0,0
130.538,74,1297,68.6,0,0,0,0
130.592,74,1297,68.6,0,0,0,0
130.646,74,1297,68.7,0,0,0,0
130.7,74,1297,68.6,0,0,0,0
130.753,74,1297,68.6,0,0,0,0
130.807,74,1297,68.6,0,0,0,0
130.861,74,1297,68.7,0,0,0,0
130.914,74,1297,68.7,0,0,0,0
130.971,74,1297,68.6,0,0,0,0
131.025,74,1297,68.6,0,0,0,0
131.078,74,1297,68.6,0,0,0,0
131.132,74,1297,68.6,0,0,0,0
131.185,74,1297,68.6,0,0,0,0
131.239,74,1297,68.6,0,0,0,0
131.293,74,1297,68.7,0,0,0,0
131.346,74,1297,68.6,0,0,0,0
131.4,74,1297,68.6,0,0,0,0
131.454,74,1297,68.7,0,0,0,0
131.508,74,1297,68.7,0,0,0,0
131.561,74,1297,68.6,0,0,0,0
131.615,74,1297,68.5,0,0,0,0
131.668,74,1297,68.6,0,0,0,0
131.722,74,1297,68.6,0,0,0,0
131.776,74,1297,68.6,0,0,0,0
131.833,74,1297,68.6,0,0,0,0
131.887,74,1297,68.6,0,0,0,0
131.94,74,1297,68.6,0,0,0,0
131.994,74,1297,68.5,0,0,0,0
132.048,74,1297,68.6,0,0,0,0
132.101,74,1297,68.6,0,0,0,0
132.155,74,1297,68.5,0,0,0,0
132.209,74,1297,68.6,0,0,0,0
132.262,74,1297,68.6,0,0,0,0
132.316,74,1297,68.5,0,0,0,0
132.37,74,1297,68.5,0,0,0,0
132.423,74,1297,68.5,0,0,0,0
132.477,74,1297,68.6,0,0,0,0
132.531,74,1297,68.6,0,0,0,0
132.585,74,1297,68.5,0,0,0,0
132.639,74,1297,68.5,0,0,0,0
132.695,74,1297,68.5,0,0,0,0
132.749,74,1297,68.5,0,0,0,0
132.802,74,1297,68.6,0,0,0,0
132.856,74,1297,68.5,0,0,0,0
132.91,74,1297,68.5,0,0,0,0
132.963,74,1297,68.5,0,0,0,0
133.017,74,1297,68.5,0,0,0,0
133.07,74,1297,68.5,0,0,0,0
133.124,74,1297,68.5,0,0,0,0
133.178,74,1297,68.5,0,0,0,0
133.231,74,1297,68.5,0,0,0,0
133.285,74,1297,68.5,0,0,0,0
133.339,74,1297,68.5,0,0,0,0
133.392,74,1297,68.5,0,0,0,0
133.446,74,1297,68.5,0,0,0,0
133.5,74,1297,68.5,0,0,0,0
133.553,74,1297,68.5,0,0,0,0
133.609,74,1297,68.5,0,0,0,0
133.662,74,1297,68.5,0,0,0,0
133.719,74,1297,68.5,0,0,0,0
133.773,74,1297,68.5,0,0,0,0
133.827,74,1297,68.5,0,0,0,0
133.88,74,1297,68.5,0,0,0,0
133.934,74,1297,68.5,0,0,0,0
133.987,74,1297,68.5,0,0,0,0
134.041,74,1297,68.5,0,0,0,0
134.095,74,1297,68.5,0,0,0,0
134.148,74,1297,68.5,0,0,0,0
134.202,74,1297,68.5,0,0,0,0
134.255,74,1297,68.5,0,0,0,0
134.311,74,1297,68.5,0,0,0,0
134.364,74,1297,68.5,0,0,0,0
134.42,74,1297,68.5,0,0,0,0
134.473,74,1297,68.5,0,0,0,0
134.527,74,1297,68.5,0,0,0,0
134.581,74,1297,68.5,0,0,0,0
134.634,74,1297,68.5,0,0,0,0
134.688,74,1297,68.5,0,0,0,0
134.741,74,1297,68.5,0,0,0,0
134.795,74,1297,68.5,0,0,0,0
134.849,74,1297,68.5,0,0,0,0
134.902,74,1297,68.5,0,0,0,0
134.956,74,1297,68.5,0,0,0,0
135.009,74,1297,68.5,0,0,0,0
135.063,74,1297,68.5,0,0,0,0
135.117,74,1297,68.4,0,0,0,0
135.17,74,1297,68.5,0,0,0,0
135.224,74,1297,68.5,0,0,0,0
135.278,74,1297,68.5,0,0,0,0
135.331,74,1297,68.4,0,0,0,0
135.385,74,1297,68.5,0,0,0,0
135.438,74,1297,68.5,0,0,0,0
135.492,74,1297,68.5,0,0,0,0
135.546,74,1297,68.5,0,0,0,0
135.6,74,1297,68.5,0,0,0,0
135.653,74,1297,68.5,0,0,0,0
135.707,74,1297,68.4,0,0,0,0
135.763,74,1297,68.4,0,0,0,0
135.817,74,1297,68.4,0,0,0,0
135.871,74,1297,68.4,0,0,0,0
135.924,74,1297,68.4,0,0,0,0
135.978,74,1297,68.5,0,0,0,0
136.031,74,1297,68.5,0,0,0,0
136.085,74,1297,68.5,0,0,0,0
136.139,74,1297,68.4,0,0,0,0
136.193,74,1297,68.3,0,0,0,0
136.246,74,1297,68.3,0,0,0,0
136.3,74,1297,68.4,0,0,0,0
136.354,74,1297,68.4,0,0,0,0
136.407,74,1297,68.3,0,0,0,0
136.461,74,1297,68.3,0,0,0,0
136.516,74,1297,68.3,0,0,0,0
136.57,74,1297,68.5,0,0,0,0
136.627,74,1297,68.4,0,0,0,0
136.68,74,1297,68.4,0,0,0,0
136.734,74,1297,68.3,0,0,0,0
136.788,74,1297,68.3,0,0,0,0
136.842,74,1297,68.3,0,0,0,0
136.895,74,1297,68.3,0,0,0,0
136.949,74,1297,68.3,0,0,0,0
137.003,74,1297,68.3,0,0,0,0
137.056,74,1297,68.4,0,0,0,0
137.11,74,1297,68.4,0,0,0,0
137.164,74,1297,68.4,0,0,0,0
137.219,74,1297,68.3,0,0,0,0
137.272,74,1297,68.3,0,0,0,0
137.328,74,1297,68.3,0,0,0,0
137.382,74,1297,68.3,0,0,0,0
137.436,74,1297,68.3,0,0,0,0
137.489,74,1297,68.3,0,0,0,0
137.543,74,1297,68.3,0,0,0,0
137.596,74,1297,68.3,0,0,0,0
137.65,74,1297,68.4,0,0,0,0
137.704,74,1297,68.3,0,0,0,0
137.758,74,1297,68.3,0,0,0,0
137.813,74,1297,68.3,0,0,0,0
137.869,74,1297,68.3,0,0,0,0
137.923,74,1297,68.3,0,0,0,0
137.977,74,1297,68.4,0,0,0,0
138.03,74,1297,68.3,0,0,0,0
138.084,74,1297,68.4,0,0,0,0
138.138,74,1297,68.4,0,0,0,0
138.191,74,1297,68.3,0,0,0,0
138.245,74,1297,68.3,0,0,0,0
138.299,74,1297,68.3,0,0,0,0
138.352,74,1297,68.3,0,0,0,0
138.406,74,1297,68.3,0,0,0,0
138.46,74,1297,68.3,0,0,0,0
138.513,73,1297,68.3,0,0,0,0
138.567,74,1297,68.4,0,0,0,0
138.623,74,1297,68.3,0,0,0,0
138.677,74,1297,68.3,0,0,0,0
138.732,74,1297,68.3,0,0,0,0
138.786,74,1297,68.3,0,0,0,0
138.839,74,1297,68.3,0,0,0,0
138.893,74,1297,68.3,0,0,0,0
138.947,74,1297,68.3,0,0,0,0
139.0,74,1297,68.3,0,0,0,0
139.054,73,1297,68.3,0,0,0,0
139.108,73,1297,68.3,0,0,0,0
139.161,74,1297,68.4,0,0,0,0
139.215,73,1297,68.3,0,0,0,0
139.268,73,1297,68.4,0,0,0,0
139.324,74,1297,68.2,0,0,0,0
139.378,74,1297,68.3,0,0,0,0
139.434,73,1297,68.3,0,0,0,0
139.488,73,1297,68.3,0,0,0,0
139.542,73,1297,68.3,0,0,0,0
139.596,73,1297,68.4,0,0,0,0
139.649,73,1297,68.2,0,0,0,0
139.703,73,1297,68.3,0,0,0,0
139.757,73,1297,68.2,0,0,0,0
139.811,73,1297,68.2,0,0,0,0
139.864,73,1297,68.3,0,0,0,0
139.918,74,1297,68.3,0,0,0,0
139.972,74,1297,68.3,0,0,0,0
140.027,74,1297,68.3,0,0,0,0
140.081,73,1297,68.3,0,0,0,0
140.137,73,1297,68.2,0,0,0,0
140.19,73,1297,68.2,0,0,0,0
140.244,73,1297,68.2,0,0,0,0
140.298,73,1297,68.2,0,0,0,0
140.351,73,1297,68.2,0,0,0,0
140.405,73,1297,68.2,0,0,0,0
140.459,74,1297,68.3,0,0,0,0
140.512,73,1297,68.2,0,0,0,0
140.566,73,1297,68.3,0,0,0,0
140.62,73,1297,68.2,0,0,0,0
140.673,73,1297,68.2,0,0,0,0
140.729,74,1297,68.2,0,0,0,0
140.782,73,1297,68.2,0,0,0,0
140.836,73,1297,68.1,0,0,0,0
140.889,73,1297,68.2,0,0,0,0
140.943,73,1297,68.2,0,0,0,0
141.0,73,1297,68.2,0,0,0,0
141.053,73,1297,68.2,0,0,0,0
141.107,73,1297,68.2,0,0,0,0
141.161,73,1297,68.2,0,0,0,0
141.214,73,1297,68.2,0,0,0,0
141.268,73,1297,68.2,0,0,0,0
141.321,73,1297,68.2,0,0,0,0
141.375,73,1297,68.2,0,0,0,0
141.43,73,1297,68.2,0,0,0,0
141.484,73,1297,68.1,0,0,0,0
141.537,73,1297,68.1,0,0,0,0
