t_s,temp_c,sm_clk_mhz,power_w,util_pct,throttle_thermal,throttle_powercap,reasons_raw
141.591,73,1297,68.1,0,0,0,0
141.645,73,1297,68.2,0,0,0,0
141.699,73,1297,68.1,0,0,0,0
141.753,73,1297,68.2,0,0,0,0
141.806,73,1297,68.1,0,0,0,0
141.863,73,1297,68.1,0,0,0,0
141.916,73,1297,68.2,0,0,0,0
141.97,73,1297,68.1,0,0,0,0
142.023,73,1297,68.1,0,0,0,0
142.077,73,1297,68.2,0,0,0,0
142.132,73,1297,68.2,0,0,0,0
142.186,73,1297,68.2,0,0,0,0
142.239,73,1297,68.2,0,0,0,0
142.293,73,1297,68.2,0,0,0,0
142.347,73,1297,68.1,0,0,0,0
142.4,73,1297,68.1,0,0,0,0
142.454,73,1297,68.1,0,0,0,0
142.507,73,1297,68.1,0,0,0,0
142.561,73,1297,68.1,0,0,0,0
142.615,73,1297,68.2,0,0,0,0
142.668,73,1297,68.1,0,0,0,0
142.725,73,1297,68.1,0,0,0,0
142.779,73,1297,68.1,0,0,0,0
142.834,73,1297,68.1,0,0,0,0
142.887,73,1297,68.1,0,0,0,0
142.941,73,1297,68.1,0,0,0,0
142.995,73,1297,68.1,0,0,0,0
143.048,73,1297,68.1,0,0,0,0
143.103,73,1297,68.1,0,0,0,0
143.156,73,1297,68.1,0,0,0,0
143.21,73,1297,68.1,0,0,0,0
143.266,73,1297,68.1,0,0,0,0
143.32,73,1297,68.1,0,0,0,0
143.374,73,1297,68.1,0,0,0,0
143.427,73,1297,68.0,0,0,0,0
143.481,73,1297,68.1,0,0,0,0
143.536,73,1297,68.1,0,0,0,0
143.59,73,1297,68.1,0,0,0,0
143.644,73,1297,68.1,0,0,0,0
143.698,73,1297,68.1,0,0,0,0
143.752,73,1297,68.1,0,0,0,0
143.809,73,1297,68.1,0,0,0,0
143.862,73,1297,68.1,0,0,0,0
143.917,73,1297,68.0,0,0,0,0
143.971,73,1297,68.1,0,0,0,0
144.024,73,1297,68.0,0,0,0,0
144.078,73,1297,68.1,0,0,0,0
144.132,73,1297,68.1,0,0,0,0
144.185,73,1297,68.0,0,0,0,0
144.239,73,1297,68.1,0,0,0,0
144.292,73,1297,68.0,0,0,0,0
144.346,73,1297,68.1,0,0,0,0
144.399,73,1297,68.1,0,0,0,0
144.453,73,1297,68.1,0,0,0,0
144.507,73,1297,68.1,0,0,0,0
144.56,73,1297,68.0,0,0,0,0
144.614,73,1297,68.1,0,0,0,0
144.668,73,1297,68.1,0,0,0,0
144.722,73,1297,68.0,0,0,0,0
144.776,73,1297,68.1,0,0,0,0
144.832,73,1297,68.1,0,0,0,0
144.885,73,1297,68.0,0,0,0,0
144.941,73,1297,68.0,0,0,0,0
144.994,73,1297,68.0,0,0,0,0
145.048,73,1297,68.0,0,0,0,0
145.102,73,1297,68.0,0,0,0,0
145.155,73,1297,68.0,0,0,0,0
145.209,73,1297,67.9,0,0,0,0
145.263,73,1297,68.0,0,0,0,0
145.316,73,1297,68.0,0,0,0,0
145.37,73,1297,68.1,0,0,0,0
145.423,73,1297,68.0,0,0,0,0
145.477,73,1297,68.0,0,0,0,0
145.53,73,1297,68.0,0,0,0,0
145.584,73,1297,68.1,0,0,0,0
145.638,73,1297,68.0,0,0,0,0
145.691,73,1297,68.0,0,0,0,0
145.745,73,1297,68.0,0,0,0,0
145.799,73,1297,68.0,0,0,0,0
145.855,73,1297,68.0,0,0,0,0
145.909,73,1297,68.0,0,0,0,0
145.963,73,1297,68.0,0,0,0,0
146.016,73,1297,68.0,0,0,0,0
146.07,73,1297,68.0,0,0,0,0
146.123,73,1297,68.0,0,0,0,0
146.177,73,1297,68.0,0,0,0,0
146.23,73,1297,68.0,0,0,0,0
146.284,73,1297,68.0,0,0,0,0
146.337,73,1297,68.0,0,0,0,0
146.391,73,1297,67.9,0,0,0,0
146.446,73,1297,68.0,0,0,0,0
146.5,73,1297,68.0,0,0,0,0
146.554,73,1297,68.0,0,0,0,0
146.607,73,1297,68.0,0,0,0,0
146.661,73,1297,68.0,0,0,0,0
146.715,73,1297,68.0,0,0,0,0
146.768,73,1297,68.0,0,0,0,0
146.822,73,1297,68.0,0,0,0,0
146.878,73,1297,68.0,0,0,0,0
146.932,73,1297,68.0,0,0,0,0
146.985,73,1297,68.0,0,0,0,0
147.039,73,1297,68.0,0,0,0,0
147.092,73,1297,67.9,0,0,0,0
147.148,73,1297,68.0,0,0,0,0
147.201,73,1297,68.0,0,0,0,0
147.254,73,1297,68.0,0,0,0,0
147.308,73,1297,68.0,0,0,0,0
147.361,73,1297,68.0,0,0,0,0
147.415,73,1297,68.0,0,0,0,0
147.468,73,1297,68.0,0,0,0,0
147.522,73,1297,68.0,0,0,0,0
147.575,73,1297,67.9,0,0,0,0
147.629,73,1297,68.0,0,0,0,0
147.683,73,1297,68.0,0,0,0,0
147.736,73,1297,67.9,0,0,0,0
147.79,73,1297,68.1,0,0,0,0
147.844,73,1297,68.1,0,0,0,0
147.897,73,1297,68.1,0,0,0,0
147.951,73,1297,68.0,0,0,0,0
148.005,73,1297,68.0,0,0,0,0
148.061,73,1297,68.0,0,0,0,0
148.115,73,1297,68.1,0,0,0,0
148.169,73,1297,68.1,0,0,0,0
148.223,73,1297,68.1,0,0,0,0
148.276,73,1297,68.0,0,0,0,0
148.33,73,1297,68.0,0,0,0,0
148.384,73,1297,68.0,0,0,0,0
148.437,73,1297,68.1,0,0,0,0
148.492,73,1297,67.9,0,0,0,0
148.546,73,1297,68.0,0,0,0,0
148.603,73,1297,67.9,0,0,0,0
148.656,73,1297,68.0,0,0,0,0
148.71,73,1297,67.9,0,0,0,0
148.764,73,1297,67.8,0,0,0,0
148.817,73,1297,67.9,0,0,0,0
148.871,73,1297,68.0,0,0,0,0
148.925,73,1297,68.0,0,0,0,0
148.978,73,1297,67.9,0,0,0,0
149.031,73,1297,67.9,0,0,0,0
149.085,73,1297,68.0,0,0,0,0
149.138,73,1297,67.9,0,0,0,0
149.192,73,1297,67.9,0,0,0,0
149.246,73,1297,67.8,0,0,0,0
149.299,73,1297,67.9,0,0,0,0
149.353,73,1297,68.0,0,0,0,0
149.406,73,1297,67.9,0,0,0,0
149.46,73,1297,67.8,0,0,0,0
149.513,73,1297,67.8,0,0,0,0
149.567,73,1297,67.8,0,0,0,0
149.62,73,1297,67.9,0,0,0,0
149.674,73,1297,67.9,0,0,0,0
149.727,73,1297,67.9,0,0,0,0
149.781,73,1297,67.9,0,0,0,0
149.834,73,1297,67.9,0,0,0,0
149.888,73,1297,67.9,0,0,0,0
149.941,73,1297,67.9,0,0,0,0
149.995,73,1297,67.9,0,0,0,0
150.048,73,1297,67.9,0,0,0,0
150.102,73,1297,67.9,0,0,0,0
150.156,73,1297,67.8,0,0,0,0
150.209,73,1297,68.0,0,0,0,0
150.263,73,1297,67.8,0,0,0,0
150.316,73,1297,67.8,0,0,0,0
150.37,73,1297,67.9,0,0,0,0
150.426,73,1297,67.9,0,0,0,0
150.48,73,1297,67.9,0,0,0,0
150.533,73,1297,67.9,0,0,0,0
150.587,73,1297,67.8,0,0,0,0
150.641,73,1297,67.9,0,0,0,0
150.694,73,1297,67.9,0,0,0,0
150.748,73,1297,67.8,0,0,0,0
150.801,73,1297,67.9,0,0,0,0
150.855,73,1297,67.8,0,0,0,0
150.909,73,1297,67.8,0,0,0,0
150.963,73,1297,67.8,0,0,0,0
151.016,73,1297,67.8,0,0,0,0
151.07,73,1297,67.8,0,0,0,0
151.123,73,1297,67.9,0,0,0,0
151.177,73,1297,67.9,0,0,0,0
151.231,73,1297,67.9,0,0,0,0
151.284,73,1297,67.9,0,0,0,0
151.338,73,1297,67.9,0,0,0,0
151.392,73,1297,67.9,0,0,0,0
151.445,73,1297,67.9,0,0,0,0
151.499,73,1297,67.9,0,0,0,0
151.552,73,1297,67.8,0,0,0,0
151.609,73,1297,67.8,0,0,0,0
151.665,73,1297,67.9,0,0,0,0
151.718,73,1297,67.9,0,0,0,0
151.772,73,1297,67.9,0,0,0,0
151.826,73,1297,67.8,0,0,0,0
151.879,73,1297,67.8,0,0,0,0
151.933,73,1297,67.8,0,0,0,0
151.987,73,1297,67.8,0,0,0,0
152.041,73,1297,67.8,0,0,0,0
152.094,73,1297,67.9,0,0,0,0
152.15,73,1297,67.9,0,0,0,0
152.204,73,1297,67.9,0,0,0,0
152.258,73,1297,67.9,0,0,0,0
152.311,73,1297,67.8,0,0,0,0
152.365,73,1297,67.8,0,0,0,0
152.419,73,1297,67.8,0,0,0,0
152.472,73,1297,67.8,0,0,0,0
152.526,73,1297,67.8,0,0,0,0
152.58,73,1297,67.8,0,0,0,0
152.633,73,1297,67.8,0,0,0,0
152.687,73,1297,67.8,0,0,0,0
152.741,73,1297,67.8,0,0,0,0
152.794,73,1297,67.8,0,0,0,0
152.848,73,1297,67.9,0,0,0,0
152.901,73,1297,67.9,0,0,0,0
152.955,73,1297,67.9,0,0,0,0
153.009,73,1297,67.8,0,0,0,0
153.063,73,1297,67.8,0,0,0,0
153.116,73,1297,67.8,0,0,0,0
153.173,73,1297,67.8,0,0,0,0
153.227,73,1297,67.8,0,0,0,0
153.28,73,1297,67.8,0,0,0,0
153.334,73,1297,67.8,0,0,0,0
153.388,73,1297,67.9,0,0,0,0
153.441,73,1297,67.9,0,0,0,0
153.495,73,1297,67.9,0,0,0,0
153.549,73,1297,67.9,0,0,0,0
153.603,73,1297,67.8,0,0,0,0
153.656,73,1297,67.7,0,0,0,0
153.71,73,1297,67.7,0,0,0,0
153.764,73,1297,67.7,0,0,0,0
153.817,73,1297,67.7,0,0,0,0
153.874,73,1297,67.8,0,0,0,0
153.928,73,1297,67.8,0,0,0,0
153.981,73,1297,67.8,0,0,0,0
154.035,73,1297,67.7,0,0,0,0
154.089,73,1297,67.7,0,0,0,0
154.143,73,1297,67.7,0,0,0,0
154.196,73,1297,67.7,0,0,0,0
154.25,73,1297,67.7,0,0,0,0
154.304,73,1297,67.7,0,0,0,0
154.357,73,1297,67.7,0,0,0,0
154.411,73,1297,67.7,0,0,0,0
154.464,73,1297,67.7,0,0,0,0
154.518,73,1297,67.7,0,0,0,0
154.572,73,1297,67.8,0,0,0,0
154.625,73,1297,67.7,0,0,0,0
154.679,73,1297,67.8,0,0,0,0
154.733,73,1297,67.7,0,0,0,0
154.786,73,1297,67.7,0,0,0,0
154.84,73,1297,67.7,0,0,0,0
154.897,73,1297,67.7,0,0,0,0
154.95,73,1297,67.7,0,0,0,0
155.004,73,1297,67.7,0,0,0,0
155.058,73,1297,67.8,0,0,0,0
155.111,73,1297,67.8,0,0,0,0
155.165,73,1297,67.8,0,0,0,0
155.219,73,1297,67.8,0,0,0,0
155.272,73,1297,67.7,0,0,0,0
155.326,73,1297,67.7,0,0,0,0
155.38,73,1297,67.7,0,0,0,0
155.433,73,1297,67.7,0,0,0,0
155.487,73,1297,67.7,0,0,0,0
155.54,73,1297,67.7,0,0,0,0
155.594,73,1297,67.7,0,0,0,0
155.648,73,1297,67.7,0,0,0,0
155.702,73,1297,67.8,0,0,0,0
155.76,73,1297,67.7,0,0,0,0
155.814,73,1297,67.7,0,0,0,0
155.867,73,1297,67.7,0,0,0,0
155.921,73,1297,67.7,0,0,0,0
155.975,73,1297,67.7,0,0,0,0
156.029,73,1297,67.7,0,0,0,0
156.082,73,1297,67.7,0,0,0,0
156.136,73,1297,67.7,0,0,0,0
156.19,73,1297,67.8,0,0,0,0
156.243,73,1297,67.7,0,0,0,0
156.3,73,1297,67.7,0,0,0,0
156.354,73,1297,67.7,0,0,0,0
156.407,73,1297,67.7,0,0,0,0
156.461,73,1297,67.7,0,0,0,0
156.514,73,1297,67.7,0,0,0,0
156.568,73,1297,67.7,0,0,0,0
156.622,73,1297,67.7,0,0,0,0
156.675,73,1297,67.7,0,0,0,0
156.729,73,1297,67.8,0,0,0,0
156.783,73,1297,67.7,0,0,0,0
156.843,73,1297,67.6,0,0,0,0
156.897,73,1297,67.7,0,0,0,0
156.95,73,1297,67.7,0,0,0,0
157.004,73,1297,67.6,0,0,0,0
157.058,73,1297,67.8,0,0,0,0
157.111,73,1297,67.7,0,0,0,0
157.168,73,1297,67.7,0,0,0,0
157.223,73,1297,67.7,0,0,0,0
157.276,73,1297,67.6,0,0,0,0
