phase,cap_w,throughput_tok_s,power_avg_w,sm_clk_avg,mem_clk_avg,util_gpu_avg,util_mem_avg,tok_per_joule,temp_avg,seq_len,batch
prefill,100,829.9,92.0,507,877,99,29,9.02,42.1,4096,2
prefill,120,1278.6,123.0,708,877,99,42,10.4,42.4,4096,2
prefill,140,1548.0,140.0,890,877,99,52,11.05,44.9,4096,2
prefill,160,1711.4,163.5,1008,877,99,57,10.47,46.9,4096,2
prefill,180,1856.5,184.6,1122,877,99,62,10.06,48.2,4096,2
prefill,200,1948.6,199.7,1197,877,99,64,9.76,50.2,4096,2
prefill,220,1998.8,208.5,1237,877,99,64,9.58,52.6,4096,2
prefill,250,2047.0,224.6,1296,877,99,66,9.11,54.6,4096,2
