phase,cap_w,throughput_tok_s,power_avg_w,sm_clk_avg,mem_clk_avg,util_gpu_avg,util_mem_avg,tok_per_joule,temp_avg,seq_len,batch
prefill,100,2859.7,97.7,523,877,98,15,29.28,44.1,2048,4
prefill,120,3994.6,119.8,767,877,98,22,33.34,45.0,2048,4
prefill,140,4746.7,139.5,857,877,97,25,34.03,45.7,2048,4
prefill,160,5549.8,159.5,1009,877,97,29,34.8,46.9,2048,4
prefill,180,5991.2,180.6,1108,877,97,31,33.18,48.5,2048,4
prefill,200,6287.0,195.9,1166,877,97,32,32.09,49.8,2048,4
prefill,220,6559.7,217.7,1233,877,97,33,30.13,51.4,2048,4
prefill,250,6791.5,241.0,1311,877,97,35,28.18,53.3,2048,4
