phase,cap_w,throughput_tok_s,power_avg_w,sm_clk_avg,mem_clk_avg,util_gpu_avg,util_mem_avg,tok_per_joule,temp_avg,seq_len,batch
prefill,100,2506.5,96.8,549,877,99,17,25.9,46.1,4096,2
prefill,120,3336.0,117.3,754,877,98,22,28.45,46.5,4096,2
prefill,140,3884.8,139.9,889,877,97,26,27.77,47.0,4096,2
prefill,160,4557.0,158.7,1033,877,98,30,28.72,48.5,4096,2
prefill,180,4887.4,179.9,1122,877,98,32,27.16,49.8,4096,2
prefill,200,5133.8,201.0,1186,877,98,34,25.55,51.6,4096,2
prefill,220,5352.4,219.4,1256,877,98,35,24.39,52.9,4096,2
prefill,250,5540.4,241.6,1330,877,98,36,22.93,54.7,4096,2
