phase,cap_w,throughput_tok_s,power_avg_w,power_sample_avg_w,sm_clk_avg,mem_clk_avg,util_gpu_avg,util_mem_avg,tok_per_joule,temp_avg,throttle_mask,thermal_frac,mem_temp_avg,seq_len,batch,clk_set_mhz,power_limited
prefill,700,9374.5,329.4,313.5,345,3201,93,10,28.46,40.2,0x0,0.0,38.8,512,8,345,False
prefill,700,14117.8,440.2,420.0,585,3201,93,15,32.07,42.8,0x0,0.0,41.4,512,8,585,False
prefill,700,17117.6,495.9,483.5,765,3201,94,19,34.52,44.9,0x0,0.0,42.7,512,8,765,False
prefill,700,21501.8,601.6,573.2,930,3201,92,22,35.74,47.4,0x0,0.0,43.9,512,8,930,False
prefill,700,24887.4,668.6,649.9,1039,3201,92,25,37.23,49.6,0x4,0.0,45.8,512,8,1080,True
prefill,700,25102.0,692.2,655.6,1026,3201,92,25,36.26,50.6,0x4,0.0,46.6,512,8,1215,True
